question	answer	source
Can I check out theses, dissertations, research papers?	<div class="views-accordion-header js-views-accordion-header-cde7c51cbcd47155c9c617fb1f1cf6a2b1463f3f922c4c59495230a08dc66bc0 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Can I check out theses, dissertations, research papers?</p></div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>TDTU research outcomes, PhD theses, undergraduate and master dissertations are for read on site only.</p></div></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How many non-circulating items can I borrow at once and for how long?	<div><div><p>TDTU research outcomes, PhD theses, undergraduate and master dissertations are for read on site only.</p></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How many circulating items can I borrow at once and for how long?	<div><div><p><strong>Non-circulating Items</strong></p> <p>Undergraduate students and international students:</p> <ul><li>Quantity: 02 items/ at a time</li> <li>Loan period: 01 day</li> </ul><p>Lecturers, staff, postgraduate students:</p> <ul><li>Quantity: 03&nbsp;items/ at a time</li> <li>Loan period: 01 day</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How to make a Worldshare internal Interlibrary Loan	<div><div><p><strong>Circulating Items</strong></p> <p>Undergraduate students and international students:</p> <ul><li>Quantity: 02 items/ at a time</li> <li>Loan period: 05 days</li> </ul><p>Lecturers, staff, postgraduate students:</p> <ul><li>Quantity: 03&nbsp;items/ at a time</li> <li>Loan period: 07 days</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How to check out items?	<div><div><p><strong>Step 1:</strong> Go to Library website <strong>Step 2:</strong> Select "Worldshare Interlibrary Loan" <strong>Step 3: </strong>Enter search keywords <strong>Step 4:</strong> Select a document&nbsp; <strong>Step 5:</strong> Select the Send email function <strong>Step 6:</strong> Complete the required information</p> <p><strong>Service charge:</strong>  This service is free of charge for the purposes of research, teaching and learning following the university's plans.&nbsp;  For personal purpose, the fee will vary depending on the affiliate library's policies</p> <p><a href="http://lib.tdtu.edu.vn/services/interlibrary-loan/worldshare-interlibrary-loan"><em>More details</em></a></p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How to borrow a non-circulating item?.	<div><div><div><strong>Renew items</strong></div> <div><strong>Undergraduate students, international students:</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</div> <ul><li>Renewal allowed: 01 time</li> <li>Due date extended: 05&nbsp;days after the previous due date.</li> </ul><div><strong>Lecturers, staff, foreign lecturers, postgraduate students:</strong></div> <ul><li>Renewal allowed: 01 time</li> <li>Due date extended: 07&nbsp;days after the previous due date.</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How to borrow course materials?	<div><div><div><strong>Check out items:</strong></div> <ul><li>Step 1: Consult items you wish to read on our website&nbsp;and pick them up from the stack</li> <li>Step 2: Check out items at Self-check Station, 1st Floor</li> <li>Step 3: Return items at Return Station, Ground Floor.</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
How to renew items online?	<div><div><ul><li>Consult items you wish to read on our website and pick them up from the stacks</li> <li>Return items at the book trolleys</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-circulation
Is Wi-Fi available in the library? What is the Wi-Fi password?	<div><div><ul><li>Wi-Fi is available throughout the library building.</li> <li>Select the "INSPiRE LIBRARY" network and use your student, staff, or lecturer portal account to log in.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
How can I use a library computer?	<div class="views-accordion-header js-views-accordion-header-b7ff45a0ba1b7bb8af24dcddd28ab064d26a676fda5a88fefff9b4ebe9859e7c ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>How can I use a library computer?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p><strong>How to Use a Library Computer</strong></p> <ul><li>Find a computer that suits your needs.</li> <li>Check computer availability.</li> <li>Log in to the computer.</li> <li>Log out after use.</li> </ul></div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
How long can I use a library computer?	<div><div><p><strong>How to Use a Library Computer</strong></p> <ul><li>Find a computer that suits your needs.</li> <li>Check computer availability.</li> <li>Log in to the computer.</li> <li>Log out after use.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
Can I extend my computer session?	<div><div><p>You may use up to 120 minutes each session.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
My session is used up and the computer automatically logs off, but I have not signed out of my online accounts or saved my processes. What should I do?	<div><div><p>Yes, you can request an extension of time can if there's no user waiting.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
What is the computer login account?	<div><div><p>Please contact Information Desks for assistance.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
Can I borrow a headphone?	<div><div><p>Computer login account:  + Lecturers and staff: use your information portal account;  + Students, postgraduate students: use your student information portal account.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
The software I need has not been installed on library computer. Can I install my personal software?	<div><div><p>The library does not lend headphones separately. The computers at the 2<sup>nd</sup> Floor and 3<sup>rd</sup> Floor are equipped with headphones. <em><strong>Note:</strong></em> Please roll the headphone wires and return it neatly after use.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
Can I use library computers for entertainment purposes?	<div><div><p>Other software may not be installed on library computers.  If there's any software you need (for learning purposes only), please contact the Information Desk.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
Who and where should I contact when I've any matter regarding library computers?	<div><div><p>No, library computers are for research/academic purposes only.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-computer
How can I book a library room?	<div><div><p><strong>How to Book a Library Room</strong></p> <p><strong>Step 1:</strong> Visit the Library Website and select 'Reserve a Room'.</p> <p><strong>Step 2:</strong> Choose and reserve a room that meets your needs.</p> <p><strong>Step 3:</strong> Check your reservation status (please allow 10 minutes for processing your request).</p> <p><strong>Step 4:</strong> Go to your reserved room.</p> <ul><li>Use your Library Card to check in by inserting it into the Access Control.</li> <li>Use your Library Card to check out by inserting it into the Access Control again.</li> </ul><p><strong>Step 5:</strong> Contact the Information Desk to finalize your check-out.</p> <p>Watch the Video Guide&nbsp;<strong><a href="https://www.youtube.com/watch?v=KhpVkDej1-c" target="_blank">HERE</a></strong>.</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
What if I need to cancel my reservation?	<div class="views-accordion-header js-views-accordion-header-42e545f69e4f1ba6d99bf67d435eeb4742ff57790e084147837f5e4a3d7c3fcd ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>What if I need to cancel my reservation?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>Users may&nbsp;notify our staff at via email or phone.</p> </div></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
How long does a room session last?	<div><div><p>Users may&nbsp;notify our staff at via email or phone.</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
My session is used up. Can I make a request for a time extension?	<div><div><p>You can book:</p> <ul><li>Group Study Room: Up to 2 hours at a time.</li> <li>Presentation Practice Room, Video Room: Up to 02 hours at a time.</li> <li>Individual Study Room, Studio Room, Conference Room, Moonlighting Area: Time vary depending on each circumstance.</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
How much is the charge for a library room?	<div><div><div><strong>Time extensions for each space/area:</strong></div> <ul><li>Group Study Room, Presentation Practice Room, Video Room: Time extensions granted if there's no user waiting.</li> <li>Individual Study Room, Studio Room, Conference Room, Moonlighting Area: Time vary depending on each circumstance.</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
Where and who should I contact when I've got any matter regarding library rooms?	<div><div><p>Service charge:</p> <ul><li>Group Study Rooms: free of charge</li> <li>Individual Study Rooms: 5,000 VND/hour</li> <li>Video Rooms: 10,000 VND/hour</li> <li>Video Areas: 5,000 VND/hour</li> <li>Presentation Rooms with 05-09 seats: 10,000 VND/hour</li> <li>Presentation Rooms with 30 seats: 20,000 VND/hour</li> </ul><p>Fees will be automatically paid via your online Library Account.&nbsp;</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
Is there a charge for using the library's functional room/area?	<div><div><p>If you need support or advice on library rooms, please contact:</p> <ul><li>In-person at the Information Desk</li> <li>Email: <a href="mailto:thuvien@tdtu.edu.vn">thuvien@tdtu.edu.vn</a></li> <li>Phone: (028) 37 755 057</li> <li>Live chat on the Library website</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
I'm a freshman, I currently don't have the official card, can I reserve a functional room/area in the library?	<div><div><p>For information about the using policy of the library's functional room/area, please visit the following link:</p> <p><a href="https://reservearoom.tdtu.edu.vn/DatPhong/MoTa/">https://reservearoom.tdtu.edu.vn/DatPhong/MoTa/</a></p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
The number of users required to reserve a library room?	<div><div><p>All students who participated in the library orientation will be granted the right to use the library. When you want to use the library's functional room/area, please reserve online on the library website by using your Student Portal account. Note: While using the temporary/paper cards, please contact the librarian at the Information Desk of your floor to help open the room.</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-room-reservation
What is PUK code? Where could I contact to receive PUK code?	<div><div><p>PUK code is a code with 8 characters which is used for activating printing services.</p> <p>Contact services desk at 1st floor (from Monday to Friday) to receive PUK code.</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-printing-photocopy-scan
Where are the Print Stations?	<div class="views-accordion-header js-views-accordion-header-94b244ad2530fc5a4ee403cc9c9eddc55ec44fc1233e24717e4fe82e16456d0f ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Where are the Print Stations?</p></div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><ul><li>Self-service printing, photocopying, and scanning are available at Print Stations on the 1st and 4th Floors.</li> <li>Follow the step-by-step instructions posted next to the machines or scan the QR code with your cellphone to view the instructional video.</li> </ul></div></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-printing-photocopy-scan
Where and who should I contact when I've got any matter regarding using printers?	<div><div><ul><li>Self-service printing, photocopying, and scanning are available at Print Stations on the 1st and 4th Floors.</li> <li>Follow the step-by-step instructions posted next to the machines or scan the QR code with your cellphone to view the instructional video.</li> </ul></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-printing-photocopy-scan
How do I enroll for the library orientation?	<div><div><p>See <em><a href="http://lib.tdtu.edu.vn/index.php/services/instruction/library-orientation-library-tour">this page</a></em> to find more about our orientation</p> </div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-orientation
I am a TDTU alumnus, can I continue using the library? To be granted the right to use the Library, what procedures do I need to follow?	<div class="views-accordion-header js-views-accordion-header-e680f764af15b7960c473ef43458ea9659687b98ec211b68dc996f25b375a4e0 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>I am a TDTU alumnus, can I continue using the library? To be granted the right to use the Library, what procedures do I need to follow?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>- TDTU students can use the library indefinitely after graduation if they participate in the library orientation for Alumni.</p> <p>- To be granted the right to use the Library, please register for the library orientation at the following link: <a href="https://docs.google.com/forms/d/e/1FAIpQLSdqrl7jowwhUY3ALUqC-vVrvaOR_MTZl0Fn3ELta3Uuhvoe1w/viewform">https://docs.google.com/forms/d/e/1FAIpQLSdqrl7jowwhUY3ALUqC-vVrvaOR_MTZl0Fn3ELta3Uuhvoe1w/viewform</a></p> <p>- Services and resources for alumni:<a href="https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu"> </a><a href="https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdtu">https://lib.tdtu.edu.vn/vi/dich-vu-nhom-nguoi-dung/dich-vu-danh-cho-cuu-sinh-vien-tdt</a>u</p> </div></div></div>	https://lib.tdtu.edu.vn/index.php/en/services/reference/faq-orientation
I need to activate my card. Where should I contact?	<div><div><p>Please contact in-person our staff at Service Desk, 1st Floor to activate your card.&nbsp;</p> <p>Note: Card activation is just for eligible users only.&nbsp;</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-card-account
What are the criteria required for activating the card?	<div class="views-accordion-header js-views-accordion-header-0a3ff230a1fa4427b06aa13bc8da721387b1c8b7d1dd90f5e69dc54701301318 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>What are the criteria required for activating the card?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>In order to activate the card and account to use the Library services, the user shall ensure to meet all of those 02 following conditions:</p> <ul><li>Users have taken an in-person training course or the online training program;</li> <li>Taken the orientation test and got the results of <strong>100%</strong>.</li> </ul></div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-card-account
What is the procedure of similarity checking for research publication?	<div><div><p align="center"><strong>THE PROCESS OF SIMILARITY&nbsp;CHECKING FOR RESEARCH PUBLICATION</strong></p> <p><strong><u>Step 1</u>:&nbsp;</strong>Users fill out the online registration form. After receiving the registration information, the library will send a confirmation mail to the user via email and they will attach their publication by replying to the library's mail.</p> <p><a href="https://docs.google.com/forms/d/e/1FAIpQLSf5nLFaNfZeHOSC77Z1anvt6PE_JjegdvPZXPFwKW_l6MZ8Ng/viewform">Click here</a></p> <p><strong><u>Step 2</u>:&nbsp;</strong>After the library receives users'&nbsp;requests, the library will send a quote to them.</p> <p><strong><u>Step 3</u></strong>&nbsp;: The user will proceed to pay the service fee in the following two ways:</p> <p><strong>+ Option&nbsp;1:&nbsp;</strong>Pay directly at 6th floor – Inspire Library of Ton Duc Thang University and get receipt.</p> <p><strong>+ Option&nbsp;2:&nbsp;</strong>Payment via bank account and send information to the library. The Ton Duc Thang University's accounts information is as follows:</p> <ul><li><strong>Account name</strong>&nbsp;: TRUONG DAI HOC TON DUC THANG</li> <li><strong>USD A/C NO:&nbsp;</strong>007.137.0758810</li> <li><strong>VND A/C NO:&nbsp;</strong>007.100.0829274</li> <li><strong>EUR A/C NO:&nbsp;</strong>007.114.1063654</li> <li><strong>Bank name</strong>&nbsp;: Joint Stock Commercial Bank For Foreign Trade Of Vietnam – Hochiminh City Branch</li> <li><strong>Swift Code</strong>&nbsp;: BFTVVNVX007</li> <li><strong>Address</strong>&nbsp;: VBB TOWER, 5 CONG TRUONG ME LINH STREET, BEN NGHE WARD, DISTRICT 1, HO CHI MINH CITY, VIET NAM.</li> <li><strong>Content of Payment</strong>&nbsp;: [Full name] [Unit] [Researcher/LecturerStudent] Similarity Checking&nbsp;Service&nbsp;– [First 3, 4 words of the title]</li> </ul><p><strong><u>Step 4</u></strong>&nbsp;: After the Department of Finance confirms receipt of payment, the library will conduct similarity checks and send the results to the user's email. (The resulting file is in&nbsp;<strong>*.pdf</strong>&nbsp;format)</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-ithenticate
If I need a hard copy that has been signed and stamped, who should I contact? And where can I get the results?	<div class="views-accordion-header js-views-accordion-header-d14ac8699714ea107b98f8d4eb9ab239a5fcc4c6ae1c0a59f179a5bb468a5a46 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>If I need a hard copy that has been signed and stamped, who should I contact? And where can I get the results?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>To request certified hard copies, please contact:</p> <p>- Email: raic@tdtu.edu.vn or phone number: (028) 37.755.057 Line 4</p> <p>To receive hard copies, please contact: Services Desk (First floor, Library Building).</p> <p>Note: Please contact us during office hours from Monday to Friday (7:30-11:30 am; 1:00-5:00 pm) for the best support.</p> </div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-ithenticate
Who should I contact to pay the similarity checking fee at the library?	<div><div><p>To request certified hard copies, please contact:</p> <p>- Email: raic@tdtu.edu.vn or phone number: (028) 37.755.057 Line 4</p> <p>To receive hard copies, please contact: Services Desk (First floor, Library Building).</p> <p>Note: Please contact us during office hours from Monday to Friday (7:30-11:30 am; 1:00-5:00 pm) for the best support.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-ithenticate
How much is the similarity checking fee for TDTU members?	<div><div><p>To pay the similarity checking fee at the library and receive red receipt, please meet in person the library staff at 6<sup>th</sup>&nbsp;floor (Library Building).</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-ithenticate
How much is the similarity checking fee for Non-TDTU members?	<div><div><p>For TDTU members (with the affiliation described in the paper is Ton Duc Thang University; for academic works associated with scientific research tasks undertaken by lecturers, staff, and tenured researchers): The first check will be provided at no cost. Subsequent checks (for the same publication) will be subject to a fee of 450,000 VND per 2 checks from October 4, 2023.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-ithenticate
Does the library provide Turnitin accounts?	<div><div><p class="text-align-justify">The library doesn't create accounts. Students should contact their instructors to be added to the class. After the instructor adds them, Turnitin will send an activation email. <strong>Note:</strong> Students must use an email address with the TDTU domain <em>(e.g., *@student.tdtu.edu.vn).</em></p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Học viên, sinh viên cung cấp email đăng ký cho Giảng viên có định dạng Gmail khác tên miền của TDTU có được không?	<div class="views-accordion-header js-views-accordion-header-5058923bda1762a0fdd76170baf7627e33873325865e7dc7ec097dbe315c7c51 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Học viên, sinh viên cung cấp email đăng ký cho Giảng viên có định dạng Gmail khác tên miền của TDTU có được không?</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p class="text-align-justify">Học viên, sinh viên chỉ sử dụng email tên miền của TDTU <strong>(*@student.tdtu.edu.vn) </strong>để đăng ký khi sử dụng Turnitin của Trường.</p> </div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Tôi không nhận được email kích hoạt từ Turnitin gửi về?	<div><div><p class="text-align-justify">Học viên, sinh viên chỉ sử dụng email tên miền của TDTU <strong>(*@student.tdtu.edu.vn) </strong>để đăng ký khi sử dụng Turnitin của Trường.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Tôi kích hoạt tài khoản như thế nào?	<div><div><p class="text-align-justify">Bạn cần check lại thư mục Spam (thư rác) trong email, nếu trong hòm thư rác cũng không có học có thể sử dụng cách "Lấy lại mật khẩu" hoặc liên hệ Giảng viên để yêu cầu gửi lại email kích hoạt.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Cách tạo mật khẩu cá nhân?	<div><div><p>Hệ thống sẽ điều hướng đến trang khai báo, kích hoạt tài khoản. Hệ thống sẽ yêu cầu học viên điền <strong>CHÍNH XÁC</strong> hai thông tin sau:</p> <ul class="text-align-justify"><li>Địa chỉ email đã được khai báo trên hệ thống (chính là địa chỉ email nhận thư kích hoạt)</li> <li>Phần tên họ của học viên hay Last name (Lưu ý: Học viên cần điền chính xác thông tin này khớp với thông tin mà các giáo viên, chuyên viên đã khai trên hệ thống thì mới có thể kích hoạt). Thông thường phần Họ sẽ là Họ không dấu của học viên, viết hoa ký tự đầu.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Cách lấy lại mật khẩu?	<div><div><p class="text-align-justify">Mật khẩu sử dụng cần có tối thiểu 12 ký tự, bao gồm ít nhất 1 số, 1 ký tự đặc biệt, bao gồm chữ hoa và chữ thường. Đồng thời, Mật khẩu cần được bảo mật và tránh các mật khẩu dễ đoán để tránh việc tài khoản bị người khác truy cập và sử dụng trái phép. Trong lần đầu tiên đăng nhập hệ thống, Turnitin sẽ yêu cầu học viên chọn 1 câu hỏi bảo mật và trả lời, đồng thời đồng ý chính sách sử dụng. Sau khi hoàn tất học viên sẽ vào trang hiển thị các lớp học mà mình đang tham gia.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Cách nộp bài như thế nào?	<div><div><p class="text-align-justify">Tại trang đăng nhập, chọn Quên mật khẩu "<strong>Forrgotten your password</strong>":</p> <ul style="list-style-type: square;"><li class="text-align-justify">Điền địa chỉ email đã được cấp tài khoản Turnitin.</li> <li class="text-align-justify">Trong trường hợp người dùng quên câu trả lời của câu hỏi bảo mật người dùng có thể chọn Quên câu trả lời. Hệ thống vẫn sẽ tiếp tục gửi link tạo mật khẩu vào email đã đăng ký của người dùng.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Tôi có được nộp nhiều lần?	<div><div><p class="text-align-justify">Sinh viên, Học viên truy cập lớp chứa bài tập cần nộp, tiếp đến lựa chọn bài tập cần nộp.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Phương thức nộp bài và định dạng file nộp?	<div><div><p class="text-align-justify">Thông thường Giảng viên sẽ lựa chọn cho phép báo cáo tạo sau mỗi lần tải bài nộp mới lên thì khi đó sẽ cho phép nộp bài lại hoặc cho phép nội bài muộn sau hạn nộp (sẽ bị đánh dấu nộp muộn). Việc này tùy vào thiết lập của Giảng viên.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Khi nào thì tôi nộp bài xong?	<div><div><ul style="list-style-type: square;"><li class="text-align-justify">Turnitin cho phép người dùng có thể tải lên bài nộp ở nhiều định dạng khác nhau như:<strong> .doc,.docx, .pdf (dạng văn bản), .xls, .xlsx, .ppt, .pptx, .txt,…</strong>&nbsp;Để đảm bảo bài nộp có định dạng tốt nhất để hệ thống quét, bạn đọc có thể chuyển word sang pdf và nộp file pdf. Với bản word, bạn đọc chú ý định dạng chuẩn, sử dụng Paste value khi sao chép nội dung, hạn chế sử dụng các font chữ đặc biệt, font chứ được việt hoá,…</li> <li class="text-align-justify">Tuy nhiên để hạn chế lỗi và hệ thống có thể dễ dàng quét bài, học viên nên nộp bài ở định dạng .pdf.</li> <li class="text-align-justify">Hướng dẫn này mang tính chất tham khảo, học viên có thể sử dụng nhiều cách định dạng và xuất file để file pdf cuối cùng không có hoặc có ít lỗi font nhất thì xác suất tạo báo cáo trùng lặp thành công sẽ cao. Trước mỗi lần nộp bài học viên cần kiểm tra kỹ thông tin file pdf nộp có đảm bảo các điều kiện của Turnitin không.</li> <li class="text-align-justify">Ngoài ra:&nbsp;Turnitin còn hỗ trợ nộp bằng cách sử dụng file được lưu đám mây trên Google Drive, Onedrive, Dropbox.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-turnitin
Do I receive any disciplinary action if I put my foot on the tables, chairs or sleep in the library?	<div><div><p>According to the library regulations, library cards and accounts will be deactivated within 03 months if the following acts are committed:</p> <p>-&nbsp;Bring food and drink to the library, put feet on tables, chairs;</p> <p>- Any act of disrespect, bad manners, causing noisy, disorder, sleeping in the library.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
Can I bring food, drink into the library?	<div class="views-accordion-header js-views-accordion-header-4781a74e1b8fac20321655252de99ec6e0ff3beb4cb194661b8c34712c11bed1 ui-accordion-header ui-corner-top ui-accordion-header-collapsed ui-corner-all ui-state-default" role="tab" id="ui-id-3" aria-controls="ui-id-4" aria-selected="false" aria-expanded="false" tabindex="-1"><div><p>Can I bring food, drink into the library?&nbsp;</p> </div></div><div class="ui-accordion-content ui-corner-bottom ui-helper-reset ui-widget-content" id="ui-id-4" aria-labelledby="ui-id-3" role="tabpanel" aria-hidden="true" style="display: none;"><div><div><p>No. Users are only allowed to carry water bottles and must be neatly tucked in the bag provided by the library.</p> <p>Library cards and accounts will be deactivated within 03 months in case of violations.</p> </div></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
I forget my locker number and cannot find it out. What should I do?	<div><div><p>No. Users are only allowed to carry water bottles and must be neatly tucked in the bag provided by the library.</p> <p>Library cards and accounts will be deactivated within 03 months in case of violations.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
Are writing, drawing on tables, chairs or moving furniture allowed?	<div><div><p>Please contact our staff at Help Desk, Basement 01 for help.</p> <p>In some certain cases, users are asked to wait until 20:00 when all of others return their lockers.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
Can I bring backpacks, handbags and personal belongings to the library?	<div><div><p>According to the library regulations, library cards and accounts will be deactivated up to 06 months if the following acts are committed:</p> <ul><li>Damage library's assets (writing, drawing on the tables and chairs, making notes on the Library's materials, copying the Library's materials without the Library's consent, etc.)</li> <li>Adjusting, moving library facilities without permission.</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
How can I top up in my TDTU service account?	<div><div><p>When using the library, it is necessary to carry out the following procedures:</p> <p>- Leave backpacks, bags, shoes at the locker area  - Take a library bags and slippers</p> <p><strong>Note</strong>: Do not leave valuables in the locker area.  &nbsp;</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
How can I pay the overdue fines?	<div><div><p>To top up your TDTU service account, please visit Student/ Lecturer Portal (select "Service Account") and follow the instructions in the Service Account section to top up by bank transfer.</p> </div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
What is the policy of library digital resources/ online E-resources?	<div><div><p>Overdue fines are automatically paid on TDTU Service Account. For other cases, please contact us at:</p> <ul><li>Directly at the Services/Information Desks at library</li> <li>Email: thuvien@tdtu.edu.vn</li> <li>Tel: (028) 37 755 057</li> </ul></div></div>	https://lib.tdtu.edu.vn/en/services/reference/faq-others
